"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_tlc59711_breakout_pcb_adafruit_tlc59711_v1\current_version\working\working.kicad_sch"
"Date:","16/09/2023 19:08:53"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","20"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10uF/16V","CAP_CERAMIC0805","working:0805","","",""
"C2","1","1uF/50V","CAP_CERAMIC0805","working:0805","","",""
"C4","1","220uF+","CPOL-USE2.5-7","working:E2,5-7","","",""
"FID1, FID2, FID3","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"IC1","1","TLC59711","TLC59711","working:HTSSOP20DAP","","",""
"JP1","1","OUTPUT","HEADER-1X570MIL","working:1X05_ROUND_70","","",""
"JP2, JP3, JP5, JP8","4","HEADER-2X3","HEADER-2X3","working:2X03_ROUND_70MIL","","",""
"JP4","1","INPUT","HEADER-1X570MIL","working:1X05_ROUND_70","","",""
"LED1","1","Green","LEDCHIP-LED0805","working:CHIP-LED0805","","",""
"R2","1","470","RESISTOR0805","working:0805","","",""
"R3","1","3.3K","R-US_FLIPFLOP7","working:0805-THM-7","","",""
"U$1, U$2, U$3, U$4","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
