"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12";"C_0603_HandSoldering";12;"100nF";;;
2;"U12,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11";"LED_WS2812B-PLCC4";12;"WS8212B";;;
