"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"C1,C2,C3,C4,C5,C6";"C_0603_1608Metric";6;"C";;;
2;"D2,D3,D4,D5,D6,D1";"LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm";6;"WS2812B";;;
