"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\coddingtonbear_nespole_nespole\current_version\working\working.kicad_sch"
"Date:","28/09/2023 23:06:02"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","23"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C4, C6, C8, C9, C10, C11, C14, C15","10","0.1u","C","Capacitors_SMD:C_0805_HandSoldering","","",""
"C3, C5","2","22p","C","Capacitors_SMD:C_0805_HandSoldering","","",""
"D1","1","D","D","nespole:SOT-323_DIODE","","",""
"Q1","1","MOSFET_N_CH","MOSFET_N_CH","","","",""
"Q2","1","MOSFET_P_CH","MOSFET_P_CH","nespole:SOT-23_Handsoldering","","",""
"R1","1","270","R","Resistors_SMD:R_0805_HandSoldering","","",""
"R2, R3","2","10k","R","Resistors_SMD:R_0805_HandSoldering","","",""
"R14, R15","2","1k","R","Resistors_SMD:R_0805_HandSoldering","","",""
"R16","1","1.5k","R","Resistors_SMD:R_0805_HandSoldering","","",""
"U2","1","CH340G","CH340G","Housings_SOIC:SOIC-16_3.9x9.9mm_Pitch1.27mm","","",""
"U3","1","AS1108","AS1108","Housings_SOIC:SOIC-20W_7.5x12.8mm_Pitch1.27mm","","",""
