"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\cmos_droner_40106_40106grundschaltung\current_version\working\working.kicad_sch"
"Date:","28/09/2023 20:29:22"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","53"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C3, C4, C5, C6, C8","7","0.1uF","CAPACITOR-WIMA_C2.5_2","synth-diy:C_Rect_L4.5_W2.5_P3","","",""
"C7","1","220uF","CP","Capacitors_ThroughHole:C_Radial_D7.5_L11.2_P2.5","","",""
"C9","1","47uF","CP","Capacitors_ThroughHole:C_Radial_D5_L11_P2.5","","",""
"D1, D2, D3, D4, D5, D6","6","1N4148","D","Diodes_ThroughHole:Diode_DO-35_SOD27_Horizontal_RM10","","",""
"D7, D8","2","1N4004","D","Diodes_ThroughHole:Diode_DO-41_SOD81_Horizontal_RM10","","",""
"IC1","1","40106","40XX_40106N","Housings_DIP:DIP-14_W7.62mm_LongPads","","",""
"P1","1","OSC_1","CONN_01X08","Pin_Headers:Pin_Header_Straight_1x08","","",""
"P2","1","OSC_2","CONN_01X08","Pin_Headers:Pin_Header_Straight_1x08","","",""
"P3","1","OSC_3","CONN_01X08","Pin_Headers:Pin_Header_Straight_1x08","","",""
"P4","1","OSC_4","CONN_01X08","Pin_Headers:Pin_Header_Straight_1x08","","",""
"P5","1","OSC_5","CONN_01X08","Pin_Headers:Pin_Header_Straight_1x08","","",""
"P6","1","OSC_6","CONN_01X08","Pin_Headers:Pin_Header_Straight_1x08","","",""
"P7","1","POWER","CONN_01X06","Pin_Headers:Pin_Header_Straight_1x06","","",""
"P8","1","STARVE","CONN_01X03","Pin_Headers:Pin_Header_Straight_1x03","","",""
"P9","1","VOL_OUT","CONN_01X03","Pin_Headers:Pin_Header_Straight_1x03","","",""
"R1, R3, R5, R7, R9, R11","6","4.7k","R","synth-diy:Resistor_Horizontal_RM7mm_Wide","","",""
"R2, R4, R6, R8, R10, R12, R13, R14, R15, R16, R17, R18","12","1k","RESISTOR_R-EU_0204_7","synth-diy:Resistor_Horizontal_RM7mm_Wide","","",""
"R19, R20, R21, R22, R23, R24","6","100k","R","synth-diy:Resistor_Horizontal_RM7mm_Wide","","",""
"R25","1","470 Ohm","RESISTOR_R-EU_0204_7","synth-diy:Resistor_Horizontal_RM7mm_Wide","","",""
"U2","1","78L05","LM78L05ACZ","TO_SOT_Packages_THT:TO-92_Inline_Wide","","",""
