"Source:","D:/Home/privat/Fablab/Projekte/ESP8266_LED/KiCAD/LEDController.sch"
"Date:","12/04/2018 10:26:57"
"Tool:","Eeschema 4.0.7"
"Generator:","C:/Program Files/KiCad/bin/scripting/plugins/bom_csv_grouped_by_value.py"
"Component Count:","28"

"Individual Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","Mouser-Nr.","Reichelt Artikel-Nr."
"","","C1","4.7uF","device:C_Small","Capacitors_SMD:C_1210_HandSoldering","","81-GRM32R71H475KA88L","X7R-G1210 4,7"
"","","C2","4.7uF","device:C_Small","Capacitors_SMD:C_1210_HandSoldering","","81-GRM32R71H475KA88L","X7R-G1210 4,7"
"","","C3","100nF","device:C_Small","Capacitors_SMD:C_0805_HandSoldering","","581-08055C104K","X7R-G0805 100N"
"","","C4","10uF","device:C_Small","Capacitors_SMD:C_0805_HandSoldering","","810-C2012X7R1A106K","X7R 0805 CB 10U"
"","","C5","10uF","device:C_Small","Capacitors_SMD:C_0805_HandSoldering","","810-C2012X7R1A106K","X7R 0805 CB 10U"
"","","D1","D_Schottky_Small","device:D_Schottky_Small","Diodes_SMD:D_PowerDI-123","","",""
"","","D2","D_Small","device:D_Small","Diodes_SMD:D_SOD-323F","","621-1N4148WQ-7-F","1N 4148W7F DII"
"","","J1","Screw_Terminal_01x02","conn:Screw_Terminal_01x02","TerminalBlock_MetzConnect:TerminalBlock_MetzConnect_Type011_RT05502HBWC_Pitch5.00mm","","","AKL 012-02"
"","","J2","Screw_Terminal_01x05","conn:Screw_Terminal_01x05","TerminalBlock_MetzConnect:TerminalBlock_MetzConnect_Type011_RT05505HBWC_Pitch5.00mm","","",""
"","","J3","Conn_01x06","conn:Conn_01x06","Connectors:PINHEAD1-6","","",""
"","","L1","15uH","device:L_Small","Choke_SMD:Choke_SMD_7.3x7.3_H4.5","","",""
"","","Q1","Q_NMOS_GDS","device:Q_NMOS_GDS","TO_SOT_Packages_SMD:TO-252-2","","",""
"","","Q2","Q_NMOS_GDS","device:Q_NMOS_GDS","TO_SOT_Packages_SMD:TO-252-2","","",""
"","","Q3","Q_NMOS_GDS","device:Q_NMOS_GDS","TO_SOT_Packages_SMD:TO-252-2","","",""
"","","Q4","Q_NMOS_GDS","device:Q_NMOS_GDS","TO_SOT_Packages_SMD:TO-252-2","","",""
"","","R1","10","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","R2","10","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","R3","10","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","R4","10","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","R5","100k","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","R6","100k","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","R7","100k","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","R8","100k","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","R9","1M","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","603-RC0805FR-071ML","SMD-0805 1,00M"
"","","R11","31.2k","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","R12","10k","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"","","U1","ESP-12E","ESP8266:ESP-12E","ESP8266:ESP-12E","","",""
"","","U2","MCP16301","dc-dc:MCP16301","TO_SOT_Packages_SMD:SOT-23-6","","579-MCP16301T-I/CHY","MCP 16301T-I/CHY"



"Collated Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","Mouser-Nr.","Reichelt Artikel-Nr."
"1","2","C1, C2","4.7uF","device:C_Small","Capacitors_SMD:C_1210_HandSoldering","","81-GRM32R71H475KA88L","X7R-G1210 4,7"
"2","1","C3","100nF","device:C_Small","Capacitors_SMD:C_0805_HandSoldering","","581-08055C104K","X7R-G0805 100N"
"3","2","C4, C5","10uF","device:C_Small","Capacitors_SMD:C_0805_HandSoldering","","810-C2012X7R1A106K","X7R 0805 CB 10U"
"4","1","D1","D_Schottky_Small","device:D_Schottky_Small","Diodes_SMD:D_PowerDI-123","","",""
"5","1","D2","D_Small","device:D_Small","Diodes_SMD:D_SOD-323F","","621-1N4148WQ-7-F","1N 4148W7F DII"
"6","1","J1","Screw_Terminal_01x02","conn:Screw_Terminal_01x02","TerminalBlock_MetzConnect:TerminalBlock_MetzConnect_Type011_RT05502HBWC_Pitch5.00mm","","","AKL 012-02"
"7","1","J2","Screw_Terminal_01x05","conn:Screw_Terminal_01x05","TerminalBlock_MetzConnect:TerminalBlock_MetzConnect_Type011_RT05505HBWC_Pitch5.00mm","","",""
"8","1","J3","Conn_01x06","conn:Conn_01x06","Connectors:PINHEAD1-6","","",""
"9","1","L1","15uH","device:L_Small","Choke_SMD:Choke_SMD_7.3x7.3_H4.5","","",""
"10","4","Q1, Q2, Q3, Q4","Q_NMOS_GDS","device:Q_NMOS_GDS","TO_SOT_Packages_SMD:TO-252-2","","",""
"11","4","R1, R2, R3, R4","10","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"12","4","R5, R6, R7, R8","100k","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"13","1","R9","1M","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","603-RC0805FR-071ML","SMD-0805 1,00M"
"14","1","R11","31.2k","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"15","1","R12","10k","device:R_Small","Resistors_SMD:R_0805_HandSoldering","","",""
"16","1","U1","ESP-12E","ESP8266:ESP-12E","ESP8266:ESP-12E","","",""
"17","1","U2","MCP16301","dc-dc:MCP16301","TO_SOT_Packages_SMD:SOT-23-6","","579-MCP16301T-I/CHY","MCP 16301T-I/CHY"
