"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\bveenema_powertroll_pcb_ptl_pcba001_01\current_version\working\working.kicad_sch"
"Date:","27/09/2023 22:07:39"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","38"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10nF","C_Small","Capacitors_SMD:C_0805","","",""
"C2, C3","2","0.1uF","C","Capacitors_SMD:C_0805_HandSoldering","","",""
"D1, D2","2","LED_GREEN","LED_ALT","LEDs:LED_0805","","",""
"F1","1","FUSE","Fuse","Fuse_Holders_and_Fuses:Fuseholder5x20_horiz_open_inline_Type-I","","",""
"J1","1","SJ-43514-SMT","JACK_4POS_NO_SWITCH","PowerTroll Lib:SJ-43514-SMT","","",""
"J2","1","1722861103","CONN_01X03","Connectors_Molex:Molex_UltraFit-1722861103_3x3.50mm_Straight","","",""
"J3","1","1722861102","CONN_01X02","Connectors_Molex:Molex_UltraFit-1722861102_2x3.50mm_Straight","","",""
"LOGO1","1","OPEN_HARDWARE_2","OPEN_HARDWARE_2","Symbols:OSHW-Symbol_6.7x6mm_SilkScreen","","",""
"PWRSPLY1","1","SUPPLY","SUPPLY","PowerTroll Lib:PowerSupply","","",""
"R1, R2","2","100K","R","Resistors_SMD:R_0805_HandSoldering","","",""
"R3, R4, R5","3","330","R","Resistors_SMD:R_0805_HandSoldering","","",""
"R6, R7, R8, R9, R10, R11, R12","7","10K","R","Resistors_SMD:R_0805_HandSoldering","","",""
"SW1","1","B4B-PH-K","SW_Push_LED","Connectors_JST:JST_PH_B4B-PH-K_04x2.00mm_Straight","","",""
"SW2","1","1-1825027-1","SW_Push","Buttons_Switches_ThroughHole:SW_Tactile_SPST_Angled","","",""
"U1, U2","2","74AUC1G66","74AUC1G66","TO_SOT_Packages_SMD:SOT-23-5","","",""
"U3","1","PARTICLE_PHOTON","PARTICLE_PHOTON","Particle:photon","","",""
"U4","1","NRF24L01+_MOD","NRF24L01+_MOD","PowerTroll Lib:NRF24L01","","",""
"U5, U6","2","A1324","A1324","TO_SOT_Packages_SMD:SOT-23","","",""
"U7, U8","2","S216S02F","S216S02F","PowerTroll Lib:S216S02","","",""
"W1","1","LINE","TEST_1P","Measurement_Points:Measurement_Point_Round-TH_Small","","",""
"W2","1","NEUTRAL","TEST_1P","Measurement_Points:Measurement_Point_Round-TH_Small","","",""
"W3","1","D5","TEST_1P","Measurement_Points:Measurement_Point_Round-TH_Small","","",""
"W4","1","CRNT1","TEST_1P","Measurement_Points:Measurement_Point_Round-SMD-Pad_Small","","",""
"W5","1","CRNT2","TEST_1P","Measurement_Points:Measurement_Point_Round-SMD-Pad_Small","","",""
