"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"M3,M3";"M3";2;"VAL**";;;
2;"C1,C2";"passive-smd:0603(1608m)";2;"0.1uF";;;
3;"C5";"passive-smd:1206(3216m)";1;"10uF";;;
4;"C6";"passive-smd:1206(3216m)";1;"22uF";;;
5;"IC1";"sop:TSSOP20";1;"ATTINY167";;;
6;"IC2";"sot:SOT223";1;"LM1117";;;
7;"J1";"connect-thru:1x2-SCREW-TERM_P200mil";1;"6-12V";;;
8;"LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8,LED9,LED10,LED11,LED12,LED13,LED14,LED15,LED16,LED17,LED18,LED19,LED20,LED21,LED22,LED23,LED24,LED25,LED26,LED27,LED28,LED29,LED30,LED31,LED32,LED33,LED34,LED35,LED36,LED37,LED38,LED39,LED40,LED41,LED42,LED43,LED44,LED45,LED46,LED47,LED48,LED49,LED50,LED51,LED52,LED53,LED54,LED55,LED56";"led:5mm-THRU-LED";56;"LED";;;
9;"P1";"connect-thru:2x3-ARRAY_P100mil";1;"AVR_ISP";;;
10;"Q1,Q2,Q5,Q6,Q9,Q10,Q13";"sot:SOT23";7;"DDTB113ZC";;;
11;"Q3,Q4,Q7,Q8,Q11,Q12,Q14,Q15";"sot:SOT23";8;"DDTD113ZC";;;
12;"R1,R2,R3,R4,R5,R6,R7,R8,R17,R18,R19,R20,R21,R22,R23,R24,R33,R34,R35,R36,R37,R38,R39,R40,R45,R46,R47,R48,R49,R50,R51,R52,R56,R57,R58,R59,R60,R61,R62,R63,R67,R68,R69,R70,R71,R72,R73,R74,R79,R80,R81,R82,R83,R84,R85,R86";"passive-smd:0603(1608m)";56;"68Ω";;;
