"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\cepr_fluffy_potato_lin_bluetooth_gateway\current_version\working\working.kicad_sch"
"Date:","28/09/2023 16:53:33"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","9"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"D1","1","RSB36V","ZENERsmall","Diodes_SMD:SOD-323_HandSoldering","","",""
"D2","1","1N4148","D","Diodes_SMD:SOD-123","","",""
"P1, P2","2","MOLEX-0431603103","CONN_01X03","Connectors_Molex:Molex_Sabre_43160-XX03_03x7.49mm_Angled_BoardLock","","",""
"P4","1","CONN_01X03","CONN_01X04","Pin_Headers:Pin_Header_Straight_1x04_Pitch2.00mm","","",""
"R1, R2","2","10k","R","Resistors_SMD:R_0603_HandSoldering","","",""
"U1","1","MCP2050","MCP2050","Housings_SOIC:SOIC-14_3.9x8.7mm_Pitch1.27mm","","",""
"U2","1","BL652","BL652","RF_Modules:Laird_BL652","","",""
