"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\cvra_3phase_board_3phase\current_version\working\_autosave-_autosave-_autosave-working.kicad_sch"
"Date:","02/10/2023 14:30:36"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","21"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C5, C6, C7, C9, C13","5","100n","C","","Unpolarized capacitor","",""
"C8, C17","2","1uF","C","","Unpolarized capacitor","",""
"C10","1","10n","C","","Unpolarized capacitor","",""
"C18","1","10nF","C","","Unpolarized capacitor","",""
"D2","1","LED","LED","","Light emitting diode","",""
"IC3","1","MAX3051","MAX3051-Comp2014","","","",""
"P1","1","Bus2","CONN_4-phoenix","","","",""
"P2","1","MOTOR","CONN_6-phoenix","","","",""
"P4, P6","2","CONN_1","CONN_1-phoenix","","","",""
"P5","1","DBG","CONN_7-phoenix","","","",""
"R4","1","330","R","","Resistor","",""
"R12","1","470k","R","","Resistor","",""
"R13","1","22k","R","","Resistor","",""
"U1","1","STM32F303CCT6","STM32F303CCT6-_stm32","MODULE","","",""
"U2","1","DRV8323RS","DRV8323RS-cvra","","","",""
