"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"MK1,MK2,MK3,MK4";"MountingHole_3.2mm_M3_ISO14580";4;"MountingHole_3.2mm_M3_ISO14580";;;
