"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adamgreig_m3_avionics_m3pyro\current_version\working\_autosave-_autosave-working_1.kicad_sch"
"Date:","22/09/2023 17:05:33"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","68"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C6","2","10p","C","agg:0402","","",""
"C2","1","4µ7","C","agg:0402","","",""
"C3, C4, C7, C8, C9, C13, C14, C15","8","100n","C","agg:0402","","",""
"C5","1","1µ","C","agg:0402","","",""
"C10, C11","2","2µ2","C","agg:0402","","",""
"C12, C17","2","10µ","C","agg:0603","","",""
"C16","1","22µ","C","agg:0603","","",""
"D1","1","RED","LED","agg:0603-LED","","",""
"D2","1","YLW","LED","agg:0603-LED","","",""
"D3","1","GRN","LED","agg:0603-LED","","",""
"D4, D5","2","PMEG2005AEA","SCHOTTKY","agg:SOD-323","","",""
"IC1","1","STM32F405RxTx","STM32F405RxTx","agg:LQFP-64","","",""
"IC2","1","TPS62130","TPS62130","agg:QFN-16-EP-TI","","",""
"IC3","1","MCP2562","MCP2562","agg:DFN-8-EP-MICROCHIP","","",""
"IC4","1","TPS62150","TPS62130","agg:QFN-16-EP-TI","","",""
"J1","1","WEST TOP","CONN_02x10","agg:TFML-110-02-L-D","","",""
"J2","1","WEST BOT","CONN_02x10","agg:SFML-110-02-L-D-LC","","",""
"J3","1","EAST TOP","CONN_02x10","agg:TFML-110-02-L-D","","",""
"J4","1","EAST BOT","CONN_02x10","agg:SFML-110-02-L-D-LC","","",""
"L1, L2","2","2µ2","L","agg:XFL4020","","",""
"Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8","8","Si5515CDC","Si5515CDC","agg:ChipFET-1206-8","","",""
"R2, R3, R4, R5","4","100","R","agg:0402","","",""
"R7, R9, R11, R12, R13, R14, R15, R16, R17, R18, R21, R22, R23, R24, R25, R26, R27, R28","18","10k","R","agg:0402","","",""
"R8, R10, R19, R20","4","3k3","R","agg:0402","","",""
"X1","1","BACKUP 22µ","PART","","","",""
"Y1","1","26M","SMD_XTAL","agg:XTAL-20x16","","",""
